Employee ID,Gender,Job Level,Performance Rating,PromotionChance,Department,FTE group,Time type,Time in Job Level,Age,Nationality,Last hire date,Years since last hire,Position,Salary,Fiscal Year,State,MaritalStatus,RecruitmentSource,PerformanceScore,EngagementSurvey,EmployeeSatisfaction,DateOfBirth
471,Male,6 - Junior Officer,3,No,Internal Services,1.0,Full Time,1,23,France,2018-04-01,1,6,1480,19,MA,Single,Employee Referral,,4.102447552447552,3.87995337995338,09/18/1985
438,Male,2 - Director,2,Yes,Operations,1.0,Full Time,3,35,France,2011-04-01,8,2,4260,19,MA,Single,On-line Web application,,4.102447552447552,3.87995337995338,08/22/1965
403,Male,6 - Junior Officer,3,No,Sales & Marketing,1.0,Full Time,2,22,France,2017-04-01,2,6,1480,19,MA,Single,Google Search,,4.102447552447552,3.87995337995338,08/29/1974
316,Male,2 - Director,2,Yes,Operations,1.0,Full Time,0,47,France,2013-04-01,6,2,4260,19,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,03/15/1983
421,Male,2 - Director,3,No,Strategy,1.0,Full Time,2,47,France,2015-04-01,4,2,4260,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,10/17/1981
386,Female,6 - Junior Officer,3,No,HR,1.0,Full Time,2,23,France,2017-04-01,2,6,1500,19,TX,Single,Indeed,,4.102447552447552,3.87995337995338,05/09/1961
437,Male,4 - Manager,3,No,Internal Services,1.0,Full Time,2,33,France,2015-04-01,4,4,2200,19,KY,Married,LinkedIn,,4.102447552447552,3.87995337995338,05/24/1971
432,Female,6 - Junior Officer,2,No,Operations,1.0,Full Time,1,22,France,2018-04-01,1,6,1510,19,MA,Married,Google Search,,4.102447552447552,3.87995337995338,11/10/1957
404,Male,1 - Executive,2,No,Strategy,1.0,Full Time,1,49,France,2016-04-01,3,1,8450,19,MT,Single,LinkedIn,,4.102447552447552,3.87995337995338,02/14/1983
372,Male,4 - Manager,3,No,Sales & Marketing,1.0,Full Time,1,42,France,2015-04-01,4,4,2220,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,12/25/1965
396,Female,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,0,27,France,2019-04-01,0,6,1540,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,08/16/1961
363,Male,1 - Executive,3,Yes,Strategy,1.0,Full Time,3,44,France,2013-04-01,6,1,8480,19,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,10/16/1966
493,Male,4 - Manager,2,No,Sales & Marketing,1.0,Full Time,1,32,France,2016-04-01,3,4,2250,19,MA,Divorced,Google Search,,4.102447552447552,3.87995337995338,05/28/1977
469,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,3,24,France,2018-04-01,3,6,1400,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,04/22/1961
392,Male,3 - Senior Manager,0,No,Operations,1.0,Full Time,2,42,France,2014-04-01,7,3,2790,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,01/27/1983
398,Male,4 - Manager,0,No,Operations,1.0,Full Time,2,35,France,2011-04-01,10,4,2100,21,MA,Married,Indeed,,4.102447552447552,3.87995337995338,01/02/1956
336,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,4,22,France,2017-04-01,4,6,1410,21,MA,Widowed,Google Search,,4.102447552447552,3.87995337995338,10/19/1984
340,Male,5 - Senior Officer,0,No,Internal Services,1.0,Full Time,3,26,France,2014-04-01,7,5,1680,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,08/02/1979
338,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,27,France,2018-04-01,3,6,1410,21,MA,Single,Diversity Job Fair,,4.102447552447552,3.87995337995338,04/15/1988
326,Male,2 - Director,0,No,Sales & Marketing,1.0,Full Time,4,38,France,2015-04-01,6,2,4190,21,MA,Single,Google Search,,4.102447552447552,3.87995337995338,02/27/1971
313,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,23,France,2018-04-01,3,6,1410,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,12/08/1967
451,Male,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,3,26,France,2018-04-01,3,5,1700,21,MA,Married,Indeed,,4.102447552447552,3.87995337995338,05/04/1970
406,Male,3 - Senior Manager,0,No,Operations,1.0,Full Time,3,37,France,2017-04-01,4,3,2810,21,CT,Married,Indeed,,4.102447552447552,3.87995337995338,02/06/1961
436,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,5,23,France,2016-04-01,5,6,1420,21,MA,Single,Website,,4.102447552447552,3.87995337995338,03/17/1963
314,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,1,25,France,2020-04-01,1,6,1420,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,12/17/1951
385,Male,2 - Director,0,No,Sales & Marketing,1.0,Full Time,5,45,France,2016-04-01,5,2,4210,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,02/24/1952
443,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,22,France,2018-04-01,3,6,1440,21,MA,Single,Website,,4.102447552447552,3.87995337995338,04/14/1968
455,Female,1 - Executive,0,No,Sales & Marketing,1.0,Full Time,5,46,France,2016-04-01,5,1,8380,21,TX,Married,Google Search,,4.102447552447552,3.87995337995338,07/28/1979
464,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,2,22,France,2019-04-01,2,6,1450,21,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,10/10/1973
412,Female,5 - Senior Officer,0,No,Operations,1.0,Full Time,3,32,France,2013-04-01,8,5,1720,21,MA,Married,Indeed,,4.102447552447552,3.87995337995338,02/17/1980
395,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,4,23,France,2017-04-01,4,6,1460,21,NV,Married,LinkedIn,,4.102447552447552,3.87995337995338,08/30/1970
374,Female,4 - Manager,0,No,Internal Services,1.0,Full Time,4,42,France,2014-04-01,7,4,2150,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,06/20/1966
463,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,20,France,2018-04-01,3,6,1460,21,MA,Single,Employee Referral,,4.102447552447552,3.87995337995338,05/14/1982
364,Male,5 - Senior Officer,0,No,Operations,1.0,Full Time,2,30,France,2018-04-01,3,5,1750,21,MA,Married,Website,,4.102447552447552,3.87995337995338,07/18/1964
471,Male,6 - Junior Officer,0,No,Internal Services,1.0,Full Time,3,25,France,2018-04-01,3,6,1480,21,MA,Single,Indeed,,4.102447552447552,3.87995337995338,03/17/1964
438,Male,2 - Director,0,No,Operations,1.0,Full Time,5,37,France,2011-04-01,10,2,4260,21,MA,Single,Google Search,,4.102447552447552,3.87995337995338,02/27/1966
403,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,4,24,France,2017-04-01,4,6,1480,21,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,07/15/1978
441,Female,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,1,29,France,2020-04-01,1,6,1490,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,02/15/1983
316,Male,1 - Executive,0,No,Operations,1.0,Full Time,2,49,France,2013-04-01,8,1,8430,21,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,01/07/1953
421,Male,1 - Executive,0,No,Strategy,1.0,Full Time,4,49,France,2015-04-01,6,1,8430,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,03/19/1955
378,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,1,21,France,2020-04-01,1,6,1500,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,06/09/1974
386,Female,6 - Junior Officer,0,No,HR,1.0,Full Time,4,25,France,2017-04-01,4,6,1500,21,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,06/18/1951
437,Male,4 - Manager,0,No,Internal Services,1.0,Full Time,4,35,France,2015-04-01,6,4,2200,21,MA,Single,Indeed,,4.102447552447552,3.87995337995338,03/02/1982
432,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,24,France,2018-04-01,3,6,1510,21,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,04/05/1987
404,Male,1 - Executive,0,No,Strategy,1.0,Full Time,3,51,France,2016-04-01,5,1,8450,21,MA,Married,Indeed,,4.102447552447552,3.87995337995338,01/15/1962
427,Male,1 - Executive,0,No,Strategy,1.0,Full Time,1,61,France,2020-04-01,1,1,8460,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,03/13/1959
372,Male,3 - Senior Manager,0,No,Sales & Marketing,1.0,Full Time,3,44,France,2015-04-01,6,3,2920,21,CO,Married,Indeed,,4.102447552447552,3.87995337995338,09/05/1960
396,Female,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,2,29,France,2019-04-01,2,6,1540,21,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,12/04/1975
363,Male,1 - Executive,0,No,Strategy,1.0,Full Time,5,46,France,2013-04-01,8,1,8480,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,10/31/1975
493,Male,3 - Senior Manager,0,No,Sales & Marketing,1.0,Full Time,3,34,France,2016-04-01,5,3,2950,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,01/22/1983
351,Male,4 - Manager,2,Yes,Sales & Marketing,1.0,Full Time,4,36,Germany,2016-04-01,4,4,2090,20,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,10/23/1961
349,Female,6 - Junior Officer,3,Yes,Operations,1.0,Full Time,3,22,Germany,2017-04-01,3,6,1410,20,MA,Single,Google Search,,4.102447552447552,3.87995337995338,08/09/1990
411,Female,4 - Manager,0,No,Operations,1.0,Full Time,0,40,Germany,2020-04-01,0,4,2110,20,MA,Single,Diversity Job Fair,,4.102447552447552,3.87995337995338,02/22/1964
312,Female,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,4,34,Germany,2012-04-01,8,5,1690,20,TN,Divorced,Diversity Job Fair,,4.102447552447552,3.87995337995338,10/26/1973
401,Female,6 - Junior Officer,4,Yes,Operations,1.0,Full Time,2,26,Germany,2018-04-01,2,6,1410,20,MA,Single,Website,,4.102447552447552,3.87995337995338,05/09/1958
425,Male,1 - Executive,0,No,Strategy,1.0,Full Time,1,42,Germany,2015-04-01,5,1,8370,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,04/16/1958
334,Male,6 - Junior Officer,3,Yes,Internal Services,1.0,Full Time,2,19,Germany,2018-04-01,2,6,1430,20,MT,Married,Employee Referral,,4.102447552447552,3.87995337995338,12/11/1988
399,Male,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,21,Germany,2017-04-01,3,6,1430,20,CO,Separated,Indeed,,4.102447552447552,3.87995337995338,01/01/1975
328,Female,5 - Senior Officer,3,Yes,Operations,1.0,Full Time,3,30,Germany,2014-04-01,6,5,1710,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,10/31/1987
476,Female,6 - Junior Officer,3,Yes,Operations,1.0,Full Time,3,20,Germany,2017-04-01,3,6,1440,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,05/23/1979
319,Male,6 - Junior Officer,1,Yes,Operations,1.0,Full Time,2,27,Germany,2018-04-01,2,6,1450,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,04/24/1959
344,Male,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,1,35,Germany,2019-04-01,1,5,1730,20,TN,Married,Diversity Job Fair,,4.102447552447552,3.87995337995338,07/19/1951
400,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,22,Germany,2020-04-01,0,6,1460,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,05/01/1969
434,Female,4 - Manager,0,No,Internal Services,1.0,Full Time,0,38,Germany,2020-04-01,0,4,2160,20,MA,Single,Website,,4.102447552447552,3.87995337995338,04/14/1953
318,Female,3 - Senior Manager,0,No,Operations,1.0,Full Time,0,43,Germany,2020-04-01,0,3,2860,20,MA,Single,Google Search,,4.102447552447552,3.87995337995338,05/12/1980
485,Male,4 - Manager,3,Yes,Operations,1.0,Full Time,1,34,Germany,2013-04-01,7,4,2170,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,09/25/1982
442,Female,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,4,42,Germany,2011-04-01,9,5,1780,20,KY,Divorced,CareerBuilder,,4.102447552447552,3.87995337995338,03/03/1963
496,Male,6 - Junior Officer,4,Yes,Sales & Marketing,1.0,Full Time,3,25,Germany,2017-04-01,3,6,1510,20,MA,Single,Google Search,,4.102447552447552,3.87995337995338,07/29/1973
486,Female,6 - Junior Officer,2,No,Operations,1.0,Full Time,2,47,Germany,2018-04-01,2,6,1510,20,MA,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,03/09/1986
470,Female,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,3,24,Germany,2017-04-01,3,6,1520,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,07/03/1977
350,Male,6 - Junior Officer,3,No,Operations,1.0,Full Time,2,27,Germany,2018-04-01,2,6,1520,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,12/04/1955
353,Female,5 - Senior Officer,3,Yes,Sales & Marketing,1.0,Full Time,6,31,Germany,2016-04-01,4,5,1810,20,MA,Divorced,Indeed,,4.102447552447552,3.87995337995338,09/01/1974
423,Male,6 - Junior Officer,3,Yes,Operations,1.0,Full Time,3,24,Germany,2017-04-01,3,6,1530,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,10/30/1973
458,Female,3 - Senior Manager,4,Yes,Sales & Marketing,1.0,Full Time,2,48,Germany,2011-04-01,9,3,2950,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,11/25/1977
375,Female,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,2,28,Germany,2011-04-01,9,5,1840,20,MA,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,09/07/1953
351,Male,4 - Manager,2,No,Sales & Marketing,1.0,Full Time,3,35,Germany,2016-04-01,3,4,2090,19,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,07/28/1968
349,Female,6 - Junior Officer,2,No,Operations,1.0,Full Time,2,21,Germany,2017-04-01,2,6,1410,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,01/15/1989
312,Female,5 - Senior Officer,3,Yes,Operations,1.0,Full Time,3,33,Germany,2012-04-01,7,5,1690,19,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,04/28/1990
401,Female,6 - Junior Officer,2,No,Operations,1.0,Full Time,1,25,Germany,2018-04-01,1,6,1410,19,GA,Married,Employee Referral,,4.102447552447552,3.87995337995338,08/11/1985
425,Male,2 - Director,2,No,Strategy,1.0,Full Time,0,41,Germany,2015-04-01,4,2,4210,19,MA,Single,Google Search,,4.102447552447552,3.87995337995338,10/21/1959
334,Male,6 - Junior Officer,4,No,Internal Services,1.0,Full Time,1,18,Germany,2018-04-01,1,6,1430,19,MA,Single,Other,,4.102447552447552,3.87995337995338,02/04/1952
399,Male,6 - Junior Officer,2,No,Sales & Marketing,1.0,Full Time,2,20,Germany,2017-04-01,2,6,1430,19,MA,Married,Diversity Job Fair,,4.102447552447552,3.87995337995338,11/29/1974
328,Female,5 - Senior Officer,2,No,Operations,1.0,Full Time,2,29,Germany,2014-04-01,5,5,1710,19,MA,Separated,Google Search,,4.102447552447552,3.87995337995338,05/21/1987
476,Female,6 - Junior Officer,2,No,Operations,1.0,Full Time,2,19,Germany,2017-04-01,2,6,1440,19,MA,Married,Google Search,,4.102447552447552,3.87995337995338,12/25/1982
319,Male,6 - Junior Officer,2,No,Operations,1.0,Full Time,1,26,Germany,2018-04-01,1,6,1450,19,MA,Divorced,Google Search,,4.102447552447552,3.87995337995338,12/04/1961
344,Male,5 - Senior Officer,0,No,Operations,1.0,Full Time,0,34,Germany,2019-04-01,0,5,1730,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,03/08/1991
485,Male,5 - Senior Officer,1,Yes,Operations,1.0,Full Time,0,33,Germany,2013-04-01,6,5,1760,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,09/29/1955
442,Female,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,3,41,Germany,2011-04-01,8,5,1780,19,MA,Single,Website,,4.102447552447552,3.87995337995338,10/25/1960
496,Male,6 - Junior Officer,3,No,Sales & Marketing,1.0,Full Time,2,24,Germany,2017-04-01,2,6,1510,19,MA,Married,Google Search,,4.102447552447552,3.87995337995338,02/24/1990
486,Female,6 - Junior Officer,3,No,Operations,1.0,Full Time,1,46,Germany,2018-04-01,1,6,1510,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,12/21/1976
470,Female,6 - Junior Officer,3,No,Operations,1.0,Full Time,2,23,Germany,2017-04-01,2,6,1520,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,07/27/1952
350,Male,6 - Junior Officer,2,No,Operations,1.0,Full Time,1,26,Germany,2018-04-01,1,6,1520,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,04/09/1955
353,Female,5 - Senior Officer,2,No,Sales & Marketing,1.0,Full Time,5,30,Germany,2016-04-01,3,5,1810,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,09/28/1976
423,Male,6 - Junior Officer,3,No,Operations,1.0,Full Time,2,23,Germany,2017-04-01,2,6,1530,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,04/22/1962
458,Female,3 - Senior Manager,3,Yes,Sales & Marketing,1.0,Full Time,1,47,Germany,2011-04-01,8,3,2950,19,NC,Single,LinkedIn,,4.102447552447552,3.87995337995338,03/17/1983
375,Female,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,1,27,Germany,2011-04-01,8,5,1840,19,TX,Single,LinkedIn,,4.102447552447552,3.87995337995338,01/09/1963
351,Male,4 - Manager,0,No,Sales & Marketing,1.0,Full Time,5,37,Germany,2016-04-01,5,4,2090,21,ND,Single,Indeed,,4.102447552447552,3.87995337995338,07/14/1975
349,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,4,23,Germany,2017-04-01,4,6,1410,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,11/14/1973
411,Female,4 - Manager,0,No,Operations,1.0,Full Time,1,41,Germany,2020-04-01,1,4,2110,21,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,01/15/1980
312,Female,5 - Senior Officer,0,No,Operations,1.0,Full Time,5,35,Germany,2012-04-01,9,5,1690,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,05/07/1952
401,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,27,Germany,2018-04-01,3,6,1410,21,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,09/23/1960
425,Male,1 - Executive,0,No,Strategy,1.0,Full Time,2,43,Germany,2015-04-01,6,1,8370,21,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,06/17/1969
334,Male,6 - Junior Officer,0,No,Internal Services,1.0,Full Time,3,20,Germany,2018-04-01,3,6,1430,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,01/02/1980
399,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,4,22,Germany,2017-04-01,4,6,1430,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,01/14/1954
328,Female,5 - Senior Officer,0,No,Operations,1.0,Full Time,4,31,Germany,2014-04-01,7,5,1710,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,07/27/1977
476,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,4,21,Germany,2017-04-01,4,6,1440,21,CO,Widowed,Indeed,,4.102447552447552,3.87995337995338,06/06/1959
319,Male,5 - Senior Officer,0,No,Operations,1.0,Full Time,3,28,Germany,2018-04-01,3,5,1720,21,MA,Single,Google Search,,4.102447552447552,3.87995337995338,12/29/1954
344,Male,4 - Manager,0,No,Operations,1.0,Full Time,2,36,Germany,2019-04-01,2,4,2150,21,MA,Single,Diversity Job Fair,,4.102447552447552,3.87995337995338,09/16/1987
400,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,1,23,Germany,2020-04-01,1,6,1460,21,MA,Divorced,Other,,4.102447552447552,3.87995337995338,09/07/1956
434,Female,4 - Manager,0,No,Internal Services,1.0,Full Time,1,39,Germany,2020-04-01,1,4,2160,21,CT,Single,LinkedIn,,4.102447552447552,3.87995337995338,07/24/1957
318,Female,3 - Senior Manager,0,No,Operations,1.0,Full Time,1,44,Germany,2020-04-01,1,3,2860,21,MA,Separated,Google Search,,4.102447552447552,3.87995337995338,09/04/1965
485,Male,4 - Manager,0,No,Operations,1.0,Full Time,2,35,Germany,2013-04-01,8,4,2170,21,MA,Married,Indeed,,4.102447552447552,3.87995337995338,10/08/1986
442,Female,4 - Manager,0,No,Operations,1.0,Full Time,5,43,Germany,2011-04-01,10,4,2200,21,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,07/20/1973
496,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,4,26,Germany,2017-04-01,4,6,1510,21,MA,Single,Google Search,,4.102447552447552,3.87995337995338,10/04/1969
470,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,4,25,Germany,2017-04-01,4,6,1520,21,MA,Single,Employee Referral,,4.102447552447552,3.87995337995338,04/20/1956
353,Female,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,7,32,Germany,2016-04-01,5,5,1810,21,MA,Married,Indeed,,4.102447552447552,3.87995337995338,03/26/1975
423,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,4,25,Germany,2017-04-01,4,6,1530,21,MA,Married,Google Search,,4.102447552447552,3.87995337995338,08/04/1954
458,Female,3 - Senior Manager,0,No,Sales & Marketing,1.0,Full Time,3,49,Germany,2011-04-01,10,3,2950,21,UT,Single,LinkedIn,,4.102447552447552,3.87995337995338,05/17/1963
375,Female,5 - Senior Officer,0,No,Operations,1.0,Full Time,3,29,Germany,2011-04-01,10,5,1840,21,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,12/20/1979
491,Female,5 - Senior Officer,0,No,Internal Services,1.0,Full Time,0,33,United Kingdom,2020-04-01,0,5,1670,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,06/11/1980
355,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,23,Italy,2020-04-01,0,6,1410,20,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,11/27/1980
362,Female,6 - Junior Officer,3,Yes,Operations,1.0,Full Time,5,26,United States,2015-04-01,5,6,1410,20,VA,Married,Indeed,,4.102447552447552,3.87995337995338,12/15/1982
456,Male,5 - Senior Officer,2,Yes,Internal Services,1.0,Full Time,3,28,Netherlands,2013-04-01,7,5,1680,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,11/07/1986
384,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,24,Italy,2020-04-01,0,6,1420,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,09/20/1951
426,Female,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,2,25,Italy,2018-04-01,2,6,1430,20,MA,Single,Google Search,,4.102447552447552,3.87995337995338,09/18/1964
360,Male,5 - Senior Officer,0,No,Internal Services,1.0,Full Time,0,24,Italy,2020-04-01,0,5,1710,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,11/26/1963
359,Female,5 - Senior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,28,United States,2011-04-01,9,5,1720,20,MA,Single,Google Search,,4.102447552447552,3.87995337995338,11/03/1963
429,Male,3 - Senior Manager,2,Yes,Operations,1.0,Full Time,1,37,United Kingdom,2013-04-01,7,3,2850,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,08/28/1981
415,Male,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,1,24,Italy,2019-04-01,1,6,1460,20,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,12/21/1969
369,Female,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,3,45,Russia,2011-04-01,9,5,1750,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,11/16/1986
379,Female,5 - Senior Officer,3,Yes,Sales & Marketing,1.0,Full Time,1,29,Italy,2013-04-01,7,5,1760,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,03/08/1971
499,Male,3 - Senior Manager,2,Yes,Finance,1.0,Full Time,1,42,Spain,2016-04-01,4,3,2870,20,MA,Single,Website,,4.102447552447552,3.87995337995338,11/24/1955
440,Male,4 - Manager,2,Yes,Internal Services,1.0,Full Time,1,42,Italy,2016-04-01,4,4,2190,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,10/14/1990
481,Male,3 - Senior Manager,2,Yes,Internal Services,1.0,Full Time,2,37,Italy,2016-04-01,4,3,2910,20,NV,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,10/28/1980
487,Female,4 - Manager,3,Yes,Internal Services,1.0,Full Time,1,39,Italy,2015-04-01,5,4,2210,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,09/06/1988
494,Female,6 - Junior Officer,4,Yes,Sales & Marketing,1.0,Full Time,3,27,Sweden,2017-04-01,3,6,1510,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,07/31/1972
346,Male,4 - Manager,3,Yes,Internal Services,1.0,Full Time,2,32,Malaysia,2013-04-01,7,4,2210,20,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,06/21/1964
498,Male,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,2,21,Canada,2018-04-01,2,6,1520,20,CT,Married,Indeed,,4.102447552447552,3.87995337995338,08/07/1975
348,Male,5 - Senior Officer,3,Yes,Operations,1.0,Full Time,4,25,United Kingdom,2016-04-01,4,5,1810,20,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,11/08/1972
354,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,23,Greece,2020-04-01,0,6,1530,20,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,04/17/1981
387,Female,4 - Manager,2,Yes,Operations,1.0,Full Time,3,40,Italy,2015-04-01,5,4,2230,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,02/04/1954
329,Female,4 - Manager,0,No,Sales & Marketing,1.0,Full Time,2,45,Italy,2013-04-01,7,4,2250,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,05/21/1979
452,Female,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,2,23,Belgium,2018-04-01,2,6,1560,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,06/11/1989
484,Male,1 - Executive,0,No,Strategy,1.0,Full Time,0,61,Japan,2020-04-01,0,1,8500,20,MA,Divorced,CareerBuilder,,4.102447552447552,3.87995337995338,01/11/1958
362,Female,6 - Junior Officer,3,No,Operations,1.0,Full Time,4,25,United States,2015-04-01,4,6,1410,19,MA,Divorced,Indeed,,4.102447552447552,3.87995337995338,04/01/1957
456,Male,5 - Senior Officer,2,Yes,Internal Services,1.0,Full Time,2,27,Netherlands,2013-04-01,6,5,1680,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,08/01/1959
426,Female,6 - Junior Officer,3,No,Sales & Marketing,1.0,Full Time,1,24,Italy,2018-04-01,1,6,1430,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,02/11/1980
359,Female,5 - Senior Officer,3,Yes,Sales & Marketing,1.0,Full Time,2,27,United States,2011-04-01,8,5,1720,19,MA,Married,Indeed,,4.102447552447552,3.87995337995338,08/17/1957
